id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
CYL9123,15,ACJ,NA,Rhynchospora,macrochaeta,T,BB,4,3,NA,28.5,34.5,NA,NA,0.224,0.2,0.188,0.182,NA,scaned,21
AFY5122,15,TRE,NA,Vaccinium,floribundum,T,C,1,1,3,28.3,NA,5,NA,0.114,0.294,0.367,0.301,NA,Wmass,21
CQS2386,15,ACJ,NA,Pernettya,prostrata,T,BB,4,1,NA,9.3,NA,5,NA,0.061,0.194,0.202,0.177,NA,Wmass,21
CSC5324,15,ACJ,NA,Cortaderia,bifida,T,BB,5,1,NA,43.2,45.3,NA,NA,0.302,0.209,0.201,0.195,NA,Scanned,21
AFU4318,15,TRE,NA,Vaccinium,floribundum,T,C,1,1,5,28.3,NA,5,NA,0.133,0.405,0.482,0.459,NA,Wmass,21
BLF6180,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,2,1,NA,28.3,31.6,NA,NA,0.083,0.286,0.237,0.27,NA,Scanned,21
CYK1514,15,ACJ,NA,Rhynchospora,macrochaeta,T,BB,4,2,NA,26.3,46.3,NA,NA,0.442,0.214,0.232,0.213,NA,Wmass,21
BLQ1414,15,TRE,NA,Lachemilla,orbiculata,T,C,4,1,NA,4.1,NA,NA,NA,0.159,0.283,0.39,0.308,No site but assuming TRE,Scanned,21
CXU2070,15,ACJ,NA,Rhynchospora,macrochaeta,T,BB,4,1,NA,24.3,31.2,NA,NA,0.273,0.214,0.209,0.204,NA,Wmass,21
CYZ6287,15,TRE,NA,Gautheria,glomerata,T,C,1,1,NA,8.1,NA,NA,NA,0.138,0.434,0.425,0.48,NA,Wmass,21
AHH9987,15,TRE,NA,Lachemilla,orbiculata,T,C,1,1,NA,2.1,NA,NA,NA,0.059,0.149,0.201,0.21,NA,Wmass,21
AFS6587,15,TRE,NA,Lachemilla,orbiculata,T,C,1,1,NA,1.3,NA,NA,NA,0.089,0.199,0.192,0.166,NA,Wmass,21
AFW7317,15,TRE,NA,Trichophorum,rigidum,T,C,3,3,NA,36,36,NA,NA,0.038,0.125,0.139,0.163,NA,Wmass,21
AGR0051,15,TRE,NA,Rhynchospora,macrochaeta,T,C,4,1,NA,26.2,33.8,NA,NA,0.353,0.253,0.244,0.257,NA,Wmass,21
BNW1503,15,TRE,NA,Hypericum,andinium,T,C,3,1,NA,15,NA,NA,NA,0.04,0.106,0.102,0.098,NA,Wmass,21
CYT0222,15,TRE,NA,Hallenia,umbullata,T,C,5,3,1,3.4,NA,NA,NA,0.042,0.235,0.245,0.208,NA,Wmass,21
BMZ8110,15,TRE,NA,Chuscea,intipacarin,T,C,3,1,NA,66,66,NA,NA,0.216,0.21,0.229,0.234,NA,Wmass,21
BOJ2251,15,TRE,NA,Paspalum,bonplandianum,T,C,2,1,1,4.9,5.6,NA,NA,0.034,0.073,0.078,0.078,NA,Scanned,21
BLC7580,15,TRE,NA,Lachemilla,orbiculata,T,C,2,1,4,3.5,NA,NA,NA,0.059,0.15,0.106,0.124,NA,Scanned,21
BLA0567,15,ACJ,NA,Carex,pygmea,T,BB,1,1,NA,5.3,7.5,NA,NA,0.092,0.102,0.109,0.096,NA,Scanned,21
BOD5464,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,4,1,NA,31.1,33.9,NA,NA,0.069,0.187,0.175,0.17,Leaves Rolled,Scanned,21
BLI6737,15,ACJ,NA,Carex,pygmea,T,BB,1,1,NA,8.5,11,2,NA,0.094,0.227,0.208,0.21,NA,Scanned,21
AFT5936,15,ACJ,NA,Cortaderia,hapalotricha,T,BB,5,2,NA,30.8,30.4,NA,NA,0.231,0.406,0.37,0.385,Standing height greater than stretched,Scanned,21
ARN4732,15,ACJ,NA,Cortaderia,hapalotricha,T,BB,5,3,NA,14.5,17.4,NA,NA,0.166,0.407,0.393,0.441,NA,Scanned,21
BMJ1491,15,ACJ,NA,Cortaderia,hapalotricha,T,BB,5,1,NA,14.4,15.2,NA,NA,0.097,0.426,0.403,0.442,NA,Scanned,21
AGF5225,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,3,3,NA,48,48.4,NA,NA,0.103,0.226,0.232,0.189,NA,Scanned,21
BOH6129,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,4,3,NA,34.4,41.2,NA,NA,0.058,0.174,0.195,0.2,NA,Scanned,21
AFQ4784,15,TRE,NA,Vaccinium,floribundum,T,C,1,1,4,28.5,NA,5,NA,0.131,0.281,0.25,0.269,NA,Scanned,21
BOF6005,15,TRE,NA,Hallenia,umbullata,T,C,2,5,NA,2,NA,NA,NA,0.019,0.085,0.121,0.097,NA,Scanned,21
BQD3209,15,ACJ,NA,Eriosorus,cheilanthoides,T,BB,2,2,3,20,NA,NA,NA,0.956,0.292,0.205,0.285,NA,Scanned,21
AGQ6196,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,5,18,NA,NA,NA,0.056,0.099,0.093,0.09,No height but see AGI7187,Scanned,21
BPH5175,15,ACJ,NA,Eriosorus,cheilanthoides,T,BB,2,3,3,28,NA,NA,NA,0.516,0.214,0.282,0.162,NA,Scanned,21
AGM1060,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,4,16,NA,NA,NA,0.059,0.105,0.109,0.132,No height but see AGI7187,Scanned,21
AGI7187,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,3,19,6.3,NA,NA,0.061,0.141,0.107,0.097,NA,Scanned,21
CQT3635,15,TRE,NA,Festuca,dolichophylla,T,C,5,3,NA,70,76,NA,NA,0.953,0.208,0.211,0.22,NA,Scanned,21
AFX3336,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,3,1,NA,56.6,53.1,NA,NA,0.093,0.195,0.152,0.165,Leaves Rolled,Scanned,21
CVP6346,15,TRE,NA,Hypericum,andinium,T,C,1,3,NA,15.4,NA,NA,NA,0.047,0.101,0.086,0.096,NA,Scanned,21
CQW2742,15,TRE,NA,Festuca,dolichophylla,T,C,5,2,NA,59,81,NA,NA,0.275,0.285,0.249,0.266,Leaves Rolled,Scanned,21
CQX2122,15,TRE,NA,Festuca,dolichophylla,T,C,5,1,NA,63,80,NA,NA,0.686,0.192,0.194,0.2,NA,Scanned,21
BNK5107,15,ACJ,NA,Lycopodium,clavatum,T,BB,4,1,NA,5.3,NA,NA,10,0.04,0.12,0.098,0.105,NA,Wmass,21
CRQ1163,15,ACJ,NA,Pernettya,prostrata,T,BB,4,2,NA,8.4,NA,5,NA,0.07,0.227,0.2,0.206,NA,Scanned,21
AFR0503,15,TRE,NA,Hallenia,umbullata,T,C,1,1,1,16.4,NA,NA,NA,0.147,0.169,0.141,0.2,NA,Wmass,21
BOU3717,15,TRE,NA,Carex,pinchenchensis,T,C,3,3,NA,26,30,NA,NA,0.333,0.199,0.299,0.198,NA,Wmass,21
AHC5329,15,TRE,NA,Calamagrostis,tarmensis,T,C,3,1,NA,73,80,NA,NA,0.164,0.173,0.156,0.208,NA,Wmass,21
AGW4067,15,TRE,NA,Calamagrostis,tarmensis,T,C,3,3,NA,73,78,NA,NA,0.218,0.161,0.272,0.167,NA,Wmass,21
AFP2671,15,TRE,NA,Calamagrostis,tarmensis,T,C,3,2,NA,54,74,NA,NA,0.192,0.274,0.197,0.296,NA,Wmass,21
BOY2514,15,TRE,NA,Carex,pinchenchensis,T,C,3,2,NA,28,28,NA,NA,0.366,0.187,0.176,0.188,NA,Wmass,21
AGG8353,15,TRE,NA,Vaccinium,floribundum,T,C,1,1,1,28.3,NA,5,NA,0.131,0.3,0.244,0.335,NA,Wmass,21
BOL1686,15,ACJ,NA,Festuca,dolichophylla,T,BB,2,2,NA,45.2,50.1,NA,NA,0.284,0.155,0.145,0.121,NA,Scanned,21
CQL2372,15,ACJ,NA,Festuca,dolichophylla,T,BB,2,3,NA,42.9,43.5,NA,NA,0.239,0.22,0.239,0.154,NA,Scanned,21
BOP2043,15,TRE,NA,Carex,pinchenchensis,T,C,4,3,NA,46,57.1,NA,NA,0.563,0.171,0.16,0.158,NA,Scanned,21
ARR9480,15,ACJ,NA,Cortaderia,bifida,T,BB,4,1,NA,27.1,63.5,NA,NA,0.881,0.272,0.268,0.259,NA,Scanned,21
SEAN1,15,QUE,NA,Gautheria,glomerata,S,off-plot,NA,5,NA,NA,NA,1,NA,0.16,0.475,0.472,0.436,No ID given,Wmass,21
CRZ2722,15,ACA,NA,Paspalum,bonplandianum,S,off-plot,NA,3,NA,NA,NA,3,NA,0.396,0.118,0.155,0.087,NA,Wmass,21
CZG2289,15,QUE,NA,Gautheria,glomerata,S,off-plot,NA,3,NA,NA,NA,1,NA,0.189,0.567,0.575,0.548,NA,Wmass,21
CSD6563,15,ACA,NA,Paspalum,bonplandianum,S,off-plot,NA,2,NA,NA,NA,3,NA,0.269,0.086,0.078,0.082,NA,Wmass,21
AGD0575,15,TRE,NA,Carex,pygmea,T,C,3,2,NA,5.5,7,NA,NA,0.036,0.153,0.146,0.136,NA,Wmass,21
CRY5506,15,ACA,NA,Paspalum,bonplandianum,S,off-plot,NA,1,NA,NA,NA,3,NA,0.458,0.118,0.11,0.117,NA,Wmass,21
CZC2236,15,QUE,NA,Gautheria,glomerata,S,off-plot,NA,4,NA,NA,NA,1,NA,0.138,0.452,0.466,0.485,NA,WMass,21
BPR5529,15,TRE,NA,Gautheria,glomerata,T,C,2,1,1,3,NA,NA,NA,0.245,0.378,0.393,0.375,NA,Wmass,21
ASH1497,15,TRE,NA,Calamagrostis,macrochaeta,T,C,3,2,NA,30,30,NA,NA,0.081,0.136,0.141,0.137,NA,Scanned,21
BLY3650,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,2,3,NA,38.2,42.3,NA,NA,0.119,0.135,0.172,0.131,NA,Scanned,21
BLL3724,15,ACJ,NA,Carex,pygmea,T,BB,1,1,NA,7.8,8.2,NA,NA,0.04,0.088,0.097,0.078,NA,Scanned,21
BKZ4326,15,TRE,NA,Calamagrostis,tarmensis,T,C,4,1,NA,60.5,63.8,NA,NA,0.195,0.201,0.196,0.188,NA,Scanned,21
CRB6535,15,TRE,NA,Calamagrostis,macrophylla,T,C,5,1,NA,60,66,NA,NA,0.132,0.149,0.14,0.155,NA,Scanned,21
AGH6475,15,TRE,NA,Carex,pygmea,T,C,3,3,NA,5,6.5,NA,NA,0.037,0.111,0.118,0.106,NA,Wmass,21
AFZ3710,15,TRE,NA,Carex,pygmea,T,C,3,1,NA,5.5,7.5,NA,NA,0.032,0.167,0.16,0.168,NA,Wmass,21
AGC5581,15,TRE,NA,Vaccinium,floribundum,T,C,1,1,2,28.3,NA,5,NA,0.125,0.408,0.354,0.41,NA,Wmass,21
BNM2651,15,TRE,NA,Luzula,racemosa,T,C,5,NA,NA,36,NA,NA,NA,0.132,0.094,0.089,0.099,No individual number,Scanned,21
ASD6839,15,TRE,NA,Calamagrostis,macrochaeta,T,C,3,1,NA,50,52,NA,NA,0.122,0.321,0.262,0.279,NA,Scanned,21
BNC8251,15,TRE,NA,Hypericum,andinium,T,C,5,1,NA,NA,NA,NA,NA,0.02,0.077,0.098,0.097,No height,Scanned,21
BPY2174,15,ACJ,NA,Eriosorus,cheilanthoides,T,BB,2,1,1,22,NA,NA,NA,0.801,0.395,0.35,0.403,NA,Wmass,21
BMO5598,15,TRE,NA,Lachemilla,orbiculata,T,C,3,1,NA,5.6,NA,NA,NA,0.14,0.149,0.132,0.14,NA,Scanned,21
AGL3450,14,ACJ,NA,Lycopodium,clavatum,T,BB,4,2,NA,5.5,NA,NA,NA,0.053,0.219,0.165,0.145,No length specified for bulk,Scanned,21
AVC5700,12,ACJ,NA,Lachemilla,orbiculata,trait,c,2,2,5,9,NA,NA,NA,0.187,0.223,0.235,0.28,NA,NA,NA
AEQ0208,12,ACJ,NA,Lachemilla,orbiculata,trait,c,5,3,1,4,NA,NA,NA,0.061,0.201,0.215,NA,NA,NA,NA
ADS8840,12,ACJ,NA,Lachemilla,orbiculata,trait,c,2,3,2,3,NA,NA,NA,0.061,0.222,0.23,NA,NA,NA,NA
AFD4050,12,ACJ,NA,Lachemilla,orbiculata,trait,c,4,3,2,5,NA,NA,NA,1.04,0.268,0.255,0.27,NA,NA,NA
AAF7186,12,ACJ,NA,Lachemilla,orbiculata,trait,c,4,1,4,9,NA,NA,NA,0.065,0.213,0.22,NA,Most likely plot 4,NA,NA
AAA0656,12,ACJ,NA,Paspalum,bonplandianum,trait,c,4,2,3,16,17,NA,NA,0.075,0.093,0.11,NA,NA,NA,NA
ADL2925,12,ACJ,NA,Lachemilla,orbiculata,trait,c,4,3,4,5,NA,NA,NA,0.117,0.317,0.31,0.308,NA,NA,NA
AST6955,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,3,3,13,NA,NA,NA,0.15,0.145,NA,NA,Length missing,NA,NA
ACS7639,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,3,4,13,NA,NA,NA,0.077,0.116,0.128,NA,NA,NA,NA
AEL6713,12,ACJ,NA,Eriosorus,chelantoides,trait,c,1,2,NA,30,NA,NA,NA,0.451,0.301,0.28,0.28,NA,NA,NA
ACO2537,12,ACJ,NA,Eriosorus,chelantoides,trait,c,1,3,NA,22,NA,NA,NA,0.354,0.483,0.504,0.41,NA,NA,NA
ACN0692,12,ACJ,NA,Eriosorus,chelantoides,trait,c,1,4,NA,51,NA,NA,NA,1.131,0.669,0.682,0.729,NA,NA,NA
ACC7360,12,ACJ,NA,Halenia,umbellata,trait,c,3,2,1,8.8,NA,NA,NA,0.078,0.27,0.258,0.322,NA,NA,NA
ACR1445,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,3,2,13,NA,NA,NA,0.068,0.159,0.134,0.129,NA,NA,NA
ACK2064,12,ACJ,NA,Halenia,umbellata,trait,c,5,2,5,7,NA,NA,NA,0.052,0.283,0.307,0.318,NA,NA,NA
AUW5810,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,2,3,20,NA,NA,NA,0.084,0.123,0.144,0.138,Length missing,NA,NA
ATE4287,12,ACJ,NA,Halenia,umbellata,trait,c,5,2,2,7,NA,NA,NA,0.061,0.333,0.319,0.299,NA,NA,NA
ABM7299,12,ACJ,NA,Halenia,umbellata,trait,c,5,2,1,7,NA,NA,NA,0.07,0.304,0.298,0.296,NA,NA,NA
ATR1676,12,ACJ,NA,Paspalum,bonplandianum,trait,c,4,2,1,16,17,NA,NA,0.054,0.113,0.15,0.248,NA,NA,NA
ATZ3172,12,ACJ,NA,Paspalum,bonplandianum,trait,c,4,1,5,19,19,NA,NA,0.097,0.148,0.172,0.144,NA,NA,NA
ADQ6888,12,ACJ,NA,Paspalum,bonplandianum,trait,c,4,1,4,19,19,NA,NA,0.093,0.332,0.165,0.141,NA,NA,NA
AWQ8039,12,ACJ,NA,Eriosorus,chelantoides,trait,c,4,3,NA,16,NA,NA,NA,0.793,0.371,0.254,0.251,Leaf number missing,NA,NA
ASR6625,12,ACJ,NA,Paspalum,bonplandianum,trait,c,2,2,1,8,NA,NA,NA,0.028,0.094,0.145,0.164,NA,NA,NA
AUL0806,12,ACJ,NA,Halenia,umbellata,trait,c,1,3,3,11,12,NA,NA,0.073,0.221,0.21,0.208,NA,NA,NA
AUD7270,12,ACJ,NA,Paspalum,bonplandianum,trait,c,4,1,3,19,19,NA,NA,0.1,0.137,0.168,0.211,NA,NA,NA
AAX4219,12,ACJ,NA,Paspalum,bonplandianum,trait,c,3,1,2,12,16,NA,NA,0.084,0.122,0.128,0.166,NA,NA,NA
ADM3986,12,ACJ,NA,Lachemilla,orbiculata,trait,c,4,3,5,5,NA,NA,NA,0.14,0.299,0.308,0.4,NA,NA,NA
ACX1351,12,ACJ,NA,Lachemilla,orbiculata,trait,c,4,2,1,2,NA,NA,NA,0.175,0.333,0.252,0.355,NA,NA,NA
AVB4528,12,ACJ,NA,Lachemilla,orbiculata,trait,c,3,2,2,6,NA,NA,NA,0.096,0.24,0.248,0.248,NA,NA,NA
AVJ3855,12,ACJ,NA,Lachemilla,orbiculata,trait,c,3,2,3,6,NA,NA,NA,0.127,0.249,0.236,0.244,NA,NA,NA
AVE4471,12,ACJ,NA,Lachemilla,orbiculata,trait,c,3,2,4,6,NA,NA,NA,0.143,0.267,0.249,0.233,NA,NA,NA
AVG6257,12,ACJ,NA,Lachemilla,orbiculata,trait,c,3,2,5,6,NA,NA,NA,0.066,0.24,0.221,0.218,NA,NA,NA
ACF7763,12,ACJ,NA,Halenia,umbellata,trait,c,3,3,3,NA,NA,NA,NA,0.06,0.34,0.367,0.337,Height missing,NA,NA
BHD6397,12,ACJ,NA,Vaccinium,floribundum,trait,c,3,2,2,12,NA,5,NA,0.098,0.248,0.301,0.226,NA,NA,NA
BGV5645,12,ACJ,NA,Vaccinium,floribundum,trait,c,3,2,1,12,NA,5,NA,0.779,0.426,0.26,0.366,NA,NA,NA
AZH7991,12,ACJ,NA,Vaccinium,floribundum,trait,c,3,3,NA,35,NA,5,NA,0.085,0.478,0.47,0.467,NA,NA,NA
BJV0427,12,ACJ,NA,Vaccinium,floribundum,trait,c,5,3,NA,23,NA,5,NA,0.118,0.524,0.512,0.505,NA,NA,NA
BAS8693,12,ACJ,NA,Pernettya,prostrata,trait,c,2,1,NA,30,NA,5,NA,0.138,0.697,0.691,0.694,NA,NA,NA
BBA5533,12,ACJ,NA,Pernettya,prostrata,trait,c,2,3,NA,16,NA,5,NA,0.128,0.581,0.601,0.608,NA,NA,NA
BAO4136,12,ACJ,NA,Miconia,rotundifolia,trait,c,5,3,NA,7,NA,NA,NA,0.064,0.424,0.63,0.608,NA,NA,NA
AZX9133,12,ACJ,NA,Vaccinium,floribundum,trait,c,1,1,4,25,37.1,5,NA,0.077,0.438,0.43,0.378,NA,NA,NA
AZS4412,12,ACJ,NA,Hypericum,andinum,trait,c,1,2,NA,31,10,NA,NA,0.039,0.106,0.145,0.126,NA,NA,NA
BAW3818,12,ACJ,NA,Pernettya,prostrata,trait,c,2,2,NA,34,NA,5,NA,0.063,0.422,0.399,0.419,NA,NA,NA
AYX1168,12,ACJ,NA,Hypericum,andinum,trait,c,3,3,NA,24,10,NA,NA,0.034,0.133,0.099,0.084,NA,NA,NA
BGO2684,12,ACJ,NA,Hypericum,andinum,trait,c,5,2,NA,21,10,NA,NA,0.027,0.082,0.056,0.1,NA,NA,NA
AZZ2175,12,ACJ,NA,Lycopodium,claratum,trait,c,3,2,NA,8,10,NA,NA,0.252,0.185,0.18,0.109,NA,NA,NA
BGS2584,12,ACJ,NA,Hypericum,andinum,trait,c,5,3,NA,24,10,NA,NA,0.031,0.095,0.075,0.061,NA,NA,NA
BEN2415,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,5,2,5,41,66,NA,NA,0.569,0.18,0.237,0.247,NA,NA,NA
BFB3216,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,5,1,5,48,78,NA,NA,0.694,0.245,0.242,0.254,NA,NA,NA
BEV7128,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,5,1,3,48,78,NA,NA,0.841,0.253,0.245,0.254,NA,NA,NA
BAQ2582,12,ACJ,NA,Lycopodium,claratum,trait,c,1,1,NA,24,10,NA,NA,0.173,0.111,0.14,0.167,NA,NA,NA
AZL7227,12,ACJ,NA,Miconia,rotundifolia,trait,c,5,1,NA,6,NA,NA,NA,0.119,0.482,0.454,0.444,NA,NA,NA
AWB0237,12,ACJ,NA,Miconia,rotundifolia,trait,c,2,1,NA,14,NA,NA,NA,0.069,0.393,0.47,0.443,NA,NA,NA
AYY7742,12,ACJ,NA,Miconia,rotundifolia,trait,c,2,2,NA,15,NA,NA,NA,0.084,0.502,0.402,0.429,NA,NA,NA
BCU4388,12,ACJ,NA,Miconia,rotundifolia,trait,c,2,3,NA,16,NA,NA,NA,0.119,0.527,0.505,0.489,NA,NA,NA
BEQ4363,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,4,3,1,44,57,NA,NA,0.371,0.248,0.236,0.242,Top 5 cm  brown Minor brown splotching,NA,NA
BEY0184,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,4,3,2,44,57,NA,NA,0.299,0.275,0.258,0.221,NA,NA,NA
BKQ1585,12,ACJ,NA,Carex,pinchinchensis,trait,c,1,1,NA,23,34,NA,NA,0.446,0.247,0.213,0.226,NA,NA,NA
BKM1599,12,ACJ,NA,Carex,pinchinchensis,trait,c,1,2,NA,22,34,NA,NA,0.357,0.279,0.212,0.202,NA,NA,NA
BEU6992,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,4,3,3,44,57,NA,NA,0.419,0.184,0.243,0.253,Top 12 cm brown,NA,NA
BEM5407,12,ACJ,NA,Rhyncospora,macrochaeta,trait,c,4,3,4,44,57,NA,NA,0.463,0.259,0.253,0.233,Top 8 cm brown splotchy,NA,NA
AZU4350,12,ACJ,NA,Miconia,rotundifolia,trait,c,5,2,NA,7,NA,NA,NA,0.088,0.278,0.289,0.266,NA,NA,NA
BCO4071,12,ACJ,NA,Chaptalia,cordata,trait,c,5,1,NA,24,NA,NA,NA,0.838,0.416,0.542,0.353,NA,NA,NA
AHL5228,12,ACJ,NA,Chaptalia,cordata,trait,c,2,3,NA,5,NA,NA,NA,0.118,0.292,0.34,0.311,Brown spot,NA,NA
AHM4164,12,ACJ,NA,Chaptalia,cordata,trait,c,2,2,NA,15,NA,NA,NA,0.573,0.375,0.337,0.371,NA,NA,NA
AHN7253,12,ACJ,NA,Chaptalia,cordata,trait,c,2,1,NA,4,NA,NA,NA,0.117,0.3,0.39,0.336,NA,NA,NA
BIH0217,12,ACJ,NA,Gaultheria,glomerata,trait,c,2,3,NA,NA,NA,NA,NA,0.108,0.442,0.421,0.416,plant height missing,NA,NA
AZK4604,12,ACJ,NA,Hypericum,andinum,trait,c,2,1,NA,41,10,NA,NA,0.046,0.051,0.057,0.136,NA,NA,NA
AZG0737,12,ACJ,NA,Hypericum,andinum,trait,c,1,1,NA,19,10,NA,NA,0.047,0.075,0.086,0.067,NA,NA,NA
ABV7405,12,ACJ,NA,Paspalum,bonplandianum,trait,c,1,1,3,18,21,NA,NA,0.064,0.111,0.109,NA,NA,NA,NA
ASQ7083,12,ACJ,NA,Paspalum,bonplandianum,trait,c,2,3,1,18,NA,NA,NA,0.081,0.98,0.96,NA,NA,NA,NA
ASP0769,12,ACJ,NA,Paspalum,bonplandianum,trait,c,2,3,2,18,NA,NA,NA,0.074,0.104,0.11,NA,NA,NA,NA
AEW0937,12,ACJ,NA,Paspalum,bonplandianum,trait,c,3,2,2,16,20,NA,NA,0.095,0.112,0.118,NA,NA,NA,NA
AEX8835,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,1,3,18,NA,NA,NA,0.084,0.128,0.135,NA,NA,NA,NA
ADN2106,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,1,5,18,NA,NA,NA,0.049,0.106,0.11,NA,NA,NA,NA
ACU2880,12,ACJ,NA,Paspalum,bonplandianum,trait,c,2,2,2,8,NA,NA,NA,0.026,0.126,0.129,NA,NA,NA,NA
BHC0873,12,ACJ,NA,Vaccinium,floribundum,trait,c,3,1,5,27,NA,5,NA,0.078,0.485,0.516,0.538,NA,NA,NA
AII6146,12,QUE,NA,Werneria,nubigena,trait,bb,5,2,NA,5,NA,NA,NA,0.173,0.571,0.585,0.617,NA,NA,NA
AWV1958,12,QUE,NA,Werneria,nubigena,trait,bb,4,3,NA,5,NA,NA,NA,0.179,0.525,0.618,0.67,NA,NA,NA
BCE4857,12,QUE,NA,Aphanactis,villosa,trait,bb,3,1,NA,4,NA,4,NA,0.062,0.231,0.229,0.253,NA,NA,NA
ATQ5697,12,QUE,NA,Werneria,nubigena,trait,bb,4,1,NA,5,NA,NA,NA,0.145,0.486,0.523,0.586,NA,NA,NA
AZT6482,12,QUE,NA,Belonathus,hispidus,trait,bb,2,1,NA,0.3,NA,10,NA,0.045,0.253,0.275,0.261,NA,NA,NA
AIO3417,12,QUE,NA,Euphorbia,huancachana,trait,bb,1,1,NA,2,NA,5,NA,0.042,0.067,0.058,0.097,NA,NA,NA
BJH6832,12,QUE,NA,Aphanactis,villosa,trait,bb,1,3,NA,0.15,NA,5,NA,0.218,0.343,0.317,0.333,NA,NA,NA
BJL1279,12,QUE,NA,Aphanactis,villosa,trait,bb,1,2,NA,0.9,NA,5,NA,0.239,0.368,0.361,0.299,NA,NA,NA
BJP1274,12,QUE,NA,Aphanactis,villosa,trait,bb,1,1,NA,0.13,NA,5,NA,0.239,0.326,0.268,0.315,NA,NA,NA
AIU5769,12,QUE,NA,Euphorbia,huancachana,trait,bb,1,2,NA,2,NA,5,NA,0.035,0.082,0.068,0.041,NA,NA,NA
BJR3132,12,QUE,NA,Euphorbia,huancachana,trait,bb,4,2,NA,0.11,NA,NA,NA,0.045,0.243,0.224,0.242,NA,NA,NA
AJC2607,12,QUE,NA,Oreithales,integrifolia,trait,bb,5,2,NA,0.33,NA,1,NA,0.469,0.6,0.605,0.52,NA,NA,NA
BAR3619,12,ACJ,NA,Lycopodium,claratum,trait,c,1,2,NA,22,10,NA,NA,0.15,0.202,0.135,0.197,NA,NA,NA
BHE1948,12,ACJ,NA,Lycopodium,claratum,trait,c,3,1,NA,13,10,NA,NA,0.167,0.139,0.162,0.114,NA,NA,NA
AUQ9983,12,ACJ,NA,Paspalum,bonplandianum,trait,c,1,2,4,10,12,NA,NA,0.017,0.086,0.078,0.095,NA,NA,NA
ABO2241,12,ACJ,NA,Halenia,umbellata,trait,c,5,3,2,3,NA,NA,NA,0.055,0.208,0.211,0.218,NA,NA,NA
ACJ5842,12,ACJ,NA,Halenia,umbellata,trait,c,5,2,3,7,NA,NA,NA,0.065,0.125,0.108,0.092,NA,NA,NA
ACL0820,12,ACJ,NA,Halenia,umbellata,trait,c,5,2,4,7,NA,NA,NA,0.057,0.1,0.114,0.118,NA,NA,NA
ATL3676,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,1,1,18,NA,NA,NA,0.074,0.168,0.165,0.114,NA,NA,NA
ATC1189,12,ACJ,NA,Halenia,umbellata,trait,c,5,3,1,3,NA,NA,NA,0.05,0.231,0.241,0.232,NA,NA,NA
ASV2088,12,ACJ,NA,Paspalum,bonplandianum,trait,c,5,3,1,13,NA,NA,NA,0.076,0.188,0.218,0.186,NA,NA,NA
BAY7753,12,ACJ,NA,Pernettya,prostrata,trait,c,3,2,NA,24,NA,5,NA,0.102,0.565,0.551,0.511,NA,NA,NA
ALA5686,12,ACJ,NA,Pernettya,prostrata,trait,c,1,2,NA,41,NA,5,NA,0.083,0.452,0.417,0.396,NA,NA,NA
BAZ9444,12,ACJ,NA,Pernettya,prostrata,trait,c,3,1,NA,11,NA,5,NA,0.051,0.261,0.323,0.318,NA,NA,NA
AIR7210,12,QUE,NA,Werneria,villosa,trait,c,1,3,NA,2,NA,15,NA,0.07,0.332,0.288,0.254,NA,NA,NA
AWC5502,12,ACJ,NA,Pernettya,prostrata,trait,c,5,1,NA,7,NA,5,NA,0.062,0.211,0.204,0.179,NA,NA,NA
ADB5258,12,ACJ,NA,Lachemilla,orbiculata,trait,c,2,2,3,9,NA,NA,NA,0.164,0.225,0.224,197,NA,NA,NA
BJT8862,12,QUE,NA,Euphorbia,huancachana,trait,c,4,3,NA,0.1,NA,NA,NA,0.031,0.248,0.224,0.182,NA,NA,NA
AKM5792,12,QUE,NA,Carex,pigmea,trait,bb,4,1,NA,4,NA,3,NA,0.117,0.187,0.184,0.19,NA,NA,NA
