id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
BGG6914,12,ACJ,NA,Vaccinium,floribundum,T,C,3,2,5,12.4,NA,5,NA,0.128,0.57,0.561,0.501,NA,NA,NA
BAX2075,12,ACJ,NA,Vaccinium,floribundum,T,C,2,1,5,57,NA,NA,NA,0.065,0.396,0.389,0.3,NA,NA,NA
BAN5621,12,ACJ,NA,Vaccinium,floribundum,T,C,2,2,5,29,NA,NA,NA,0.075,0.403,0.467,0.429,NA,NA,NA
BAU9263,12,ACJ,NA,Pernettya,postrata,T,C,3,3,NA,26.5,NA,NA,NA,0.053,0.314,0.267,0.307,NA,NA,NA
BJZ0487,12,ACJ,NA,Vaccinium,floribundum,T,C,5,2,3,25,NA,5,NA,0.132,0.463,0.394,0.348,NA,NA,NA
BAT8676,12,ACJ,NA,Vaccinium,floribundum,T,C,2,1,4,57,NA,NA,NA,0.077,0.44,0.558,0.5,NA,NA,NA
BJE0168,12,QUE,NA,Oreithales,integrifolia,T,BB,5,1,NA,0.34,NA,1,NA,0.582,0.51,0.564,0.514,NA,NA,NA
AJB8853,12,QUE,NA,Belonanthus,hispidus,T,BB,2,3,NA,0.2,NA,10,NA,0.053,0.32,0.358,0.281,NA,NA,NA
AJE3805,12,QUE,NA,Werneria,villosa,T,BB,1,2,NA,1.1,NA,15,NA,0.059,0.311,0.239,0.178,NA,NA,NA
AJF4574,12,QUE,NA,Werneria,villosa,T,BB,1,1,NA,2,NA,10,NA,0.086,0.299,0.305,0.237,NA,NA,NA
BCA7821,12,QUE,NA,Carex,pygmaea,T,BB,3,5,NA,2.4,NA,1,NA,0.013,0.175,0.175,0.168,NA,NA,NA
ADC3290,12,ACJ,NA,Lachemilla,orbiculata,T,C,2,2,4,9,NA,NA,NA,0.188,0.268,0.274,0.256,NA,NA,NA
ADA0944,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,2,3,2,NA,NA,NA,0.156,0.2,0.35,0.362,NA,NA,NA
AUY8492,12,ACJ,NA,Paspalum,bonplandianum,T,C,5,2,2,20,NA,NA,NA,0.06,0.189,0.195,0.182,NA,NA,NA
AAD6680,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,3,3,17,NA,NA,NA,0.101,0.13,0.152,0.128,NA,NA,NA
ASX0997,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,3,5,15.5,21.4,NA,NA,0.034,0.129,0.11,0.089,NA,NA,NA
AAY3045,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,1,3,11.7,NA,NA,16,0.081,0.097,0.112,0.104,NA,NA,NA
ASO9797,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,3,4,15.5,21.4,NA,NA,0.047,0.095,0.088,0.079,NA,NA,NA
AEM7938,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,2,3,9.5,12,NA,NA,0.029,0.108,0.099,0.097,NA,NA,NA
ABY2122,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,1,1,11.7,NA,NA,16,0.083,0.146,0.141,0.129,NA,NA,NA
AAB6480,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,2,5,16,NA,NA,17,0.044,0.117,0.131,0.145,NA,NA,NA
ABW0088,12,ACJ,NA,Halenia,umbellata,T,C,2,3,5,5.3,NA,NA,NA,0.036,0.277,0.284,0.282,NA,NA,NA
AAS2586,12,ACJ,NA,Halenia,umbellata,T,C,2,3,4,5.3,NA,NA,NA,0.037,0.294,0.293,0.313,NA,NA,NA
AAR1903,12,ACJ,NA,Halenia,umbellata,T,C,2,3,3,5.3,NA,NA,NA,0.042,0.286,0.31,0.303,NA,NA,NA
ACW6576,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,1,5,8,NA,NA,NA,0.201,0.318,0.269,0.256,NA,NA,NA
AUH1440,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,1,2,8,NA,NA,NA,0.264,0.285,0.276,0.293,NA,NA,NA
BDV1956,12,QUE,NA,Belonanthus,hispidus,T,BB,2,2,NA,0.3,NA,10,NA,0.049,0.274,0.263,0.271,NA,NA,NA
AJK7215,12,QUE,NA,Carex,pygmaea,T,BB,2,2,NA,2,NA,4,NA,0.021,0.183,0.162,0.151,NA,NA,NA
AJG6251,12,QUE,NA,Carex,pygmaea,T,BB,2,3,NA,1.5,NA,6,NA,0.027,0.153,0.16,0.084,NA,NA,NA
AJO3933,12,QUE,NA,Carex,pygmaea,T,BB,2,1,NA,1.3,NA,7,NA,0.108,0.206,0.198,0.175,NA,NA,NA
ALB4469,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,1,1,NA,0.8,NA,2,NA,0.094,0.231,0.238,0.234,NA,NA,NA
ASU5572,12,QUE,NA,Antenneria,linearifolia,T,BB,5,1,NA,1.9,NA,4,NA,0.133,0.327,0.365,0.334,NA,NA,NA
AJP6010,12,QUE,NA,Carex,pygmaea,T,BB,2,4,NA,2.5,NA,3,NA,0.031,0.168,0.168,0.16,NA,NA,NA
BBY2161,12,QUE,NA,Baccharis,caespitosa,T,BB,2,3,NA,0.7,NA,10,NA,0.004,0.248,0.279,0.254,NA,NA,NA
BCY3557,12,QUE,NA,Werneria,villosa,T,BB,1,4,NA,0.12,NA,10,NA,0.064,0.292,0.293,0.309,NA,NA,NA
AVZ7947,12,QUE,NA,Antenneria,linearifolia,T,BB,1,3,NA,2.3,NA,5,NA,0.141,0.237,0.248,0.274,NA,NA,NA
AKI5063,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,2,1,NA,3,NA,3,NA,0.25,0.272,0.264,0.258,NA,NA,NA
AVW4960,12,QUE,NA,Antenneria,linearifolia,T,BB,5,3,NA,1.7,NA,NA,NA,0.187,0.347,0.295,0.287,NA,NA,NA
BDE7008,12,QUE,NA,Werneria,villosa,T,BB,1,2,NA,0.17,NA,NA,NA,0.04,0.31,0.309,0.337,NA,NA,NA
AKU2768,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,1,2,NA,2.2,NA,1,NA,0.065,0.243,0.27,0.238,NA,NA,NA
AKQ8501,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,1,3,NA,1.8,NA,2,NA,0.056,0.197,0.231,0.217,NA,NA,NA
BDS6325,12,QUE,NA,Bromus,lanatus,T,BB,1,3,NA,11.5,NA,2,NA,0.074,0.182,0.176,0.191,NA,NA,NA
BBG2942,12,QUE,NA,Agrostis,tricoides,T,BB,2,1,NA,6,NA,20,NA,0.112,0.149,0.145,0.122,NA,NA,NA
AFE3166,12,QUE,NA,Antenneria,linearifolia,T,BB,1,5,NA,3.5,NA,5,NA,0.186,0.337,0.253,0.326,NA,NA,NA
BDW0393,12,QUE,NA,Bromus,lanatus,T,BB,1,4,NA,1,NA,3,NA,0.064,0.187,0.201,0.197,NA,NA,NA
AWI7431,12,QUE,NA,Anatherostipa,hans meyeni,T,BB,5,1,NA,9,NA,5,NA,0.102,0.245,0.244,0.24,NA,NA,NA
BDP2694,12,QUE,NA,Bromus,lanatus,T,BB,1,2,NA,12,NA,NA,NA,0.1,0.253,0.182,0.253,NA,NA,NA
AXI2974,12,QUE,NA,Carex,boliviensis,T,BB,4,3,NA,NA,NA,NA,NA,0.037,0.237,0.204,0.173,NA,NA,NA
BUT0954,12,QUE,NA,Carex,pichinchensis,T,BB,1,4,NA,11,NA,NA,NA,0.175,0.3,0.305,0.32,NA,NA,NA
AXO5399,12,QUE,NA,Orithrophium,hieracioides,T,BB,5,3,NA,0.8,NA,1,NA,0.063,0.398,0.37,0.383,NA,NA,NA
AXN6442,12,QUE,NA,Orithrophium,hieracioides,T,BB,5,2,NA,0.1,NA,NA,NA,0.112,0.463,0.412,0.382,NA,NA,NA
BDA5299,12,QUE,NA,Werneria,villosa,T,BB,1,1,NA,2.4,NA,10,NA,0.045,0.321,0.267,0.289,NA,NA,NA
AXL1721,12,QUE,NA,Calamagrostis,7,T,BB,2,3,NA,7,NA,5,NA,0.027,0.251,0.296,0.279,NA,NA,NA
BDC4816,12,QUE,NA,Orithrophium,hieracioides,T,BB,4,1,NA,0.5,NA,NA,NA,0.164,0.596,0.571,0.612,NA,NA,NA
AWG2964,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,5,3,NA,1.2,NA,5,NA,0.238,0.521,0.521,0.525,NA,NA,NA
AKH9598,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,2,3,NA,1.3,NA,3,NA,0.465,0.222,0.21,0.226,NA,NA,NA
AKK2945,12,QUE,NA,Gentianella,ernestii,T,BB,5,2,NA,1.5,NA,3,NA,0.072,0.444,0.39,0.347,NA,NA,NA
AWW1795,12,QUE,NA,Werneria,villosa,T,BB,2,1,NA,3.5,NA,5,NA,0.135,0.23,0.207,0.243,NA,NA,NA
AWZ7731,12,QUE,NA,Werneria,villosa,T,BB,2,2,NA,3.2,NA,15,NA,0.198,0.186,0.156,0.17,NA,NA,NA
AKJ0837,12,QUE,NA,Gentianella,ernestii,T,BB,5,3,NA,9,NA,3,NA,0.064,0.431,0.404,0.233,NA,NA,NA
ATM7065,12,QUE,NA,Hypochaeris,tanaxacoides,T,BB,5,1,NA,0.6,NA,10,NA,0.074,0.399,0.387,0.424,NA,NA,NA
AXJ7061,12,QUE,NA,Calamagrostis,7,T,BB,2,1,NA,8,NA,5,NA,0.035,0.249,0.238,0.25,NA,NA,NA
AKS1170,12,QUE,NA,Werneria,nubigena,T,BB,3,1,NA,2.9,NA,1,NA,0.167,0.361,0.378,0.421,NA,NA,NA
AWO3114,12,QUE,NA,Agrostis,foliata,T,BB,5,2,NA,7,NA,2,NA,0.013,0.192,0.167,0.103,NA,NA,NA
AFH6927,12,QUE,NA,Antenneria,linearifolia,T,BB,2,4,NA,1.3,NA,5,NA,0.07,0.342,0.227,0.338,NA,NA,NA
AJL5468,12,QUE,NA,Oreithales,integrifolia,T,BB,3,1,NA,2.1,NA,NA,NA,0.318,0.471,0.538,0.549,NA,NA,NA
BCL1906,12,QUE,NA,Antenneria,linearifolia,T,BB,4,2,NA,2.6,NA,5,NA,0.162,0.327,0.318,0.321,NA,NA,NA
AXH6633,12,QUE,NA,Carex,bolivuensis,T,BB,4,2,NA,5.5,NA,1,NA,0.038,0.182,0.166,0.145,NA,NA,NA
AFG3654,12,QUE,NA,Antenneria,linearifolia,T,BB,2,5,NA,1.4,NA,5,NA,0.109,0.212,0.201,0.227,NA,NA,NA
AKT6450,12,QUE,NA,Werneria,nubigena,T,BB,3,3,NA,7.5,NA,1,NA,0.278,0.439,0.451,0.455,NA,NA,NA
BVG2196,13,WAY,NA,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,NA,NA,0.145,0.409,0.37,0.348,NA,NA,NA
BEB2759,12,QUE,NA,Orithrophium,integrifolia,T,BB,3,2,NA,2.5,NA,NA,NA,0.259,0.351,0.389,0.361,NA,NA,NA
AFK6078,12,QUE,NA,Luzula,racemosa,T,BB,4,2,NA,6.7,NA,NA,NA,0.026,0.178,0.182,0.168,NA,NA,NA
AHJ1193,12,QUE,NA,Luzula,racemosa,T,BB,4,3,NA,7.7,NA,NA,NA,0.04,0.175,0.201,0.187,NA,NA,NA
AKY3574,12,QUE,NA,Perezia,pugens,T,BB,2,1,NA,NA,NA,NA,NA,0.282,0.263,0.357,0.356,NA,NA,NA
BVO0844,13,WAY,NA,Gaultheria,glomerata,S,NA,NA,3,NA,NA,NA,NA,NA,0.235,0.379,0.374,0.381,NA,NA,NA
AZD2713,12,QUE,NA,Poa,spicata,T,BB,1,4,NA,3,NA,6,NA,0.018,0.214,0.202,0.182,NA,NA,NA
BVV6844,12,QUE,NA,Bromus,lanatus,T,BB,2,2,NA,1.69,NA,1,NA,0.136,0.25,0.243,0.235,NA,NA,NA
AKW2482,12,QUE,NA,Perezia,pugens,T,BB,2,2,NA,3.7,NA,1,NA,0.611,0.465,0.469,0.498,NA,NA,NA
AXF5867,12,QUE,NA,Luzula,racemosa,T,BB,3,3,NA,8.3,NA,NA,NA,0.086,0.234,0.219,0.175,NA,NA,NA
AIE7697,12,QUE,NA,Rhynchospora,macrochaeta,T,BB,4,2,NA,10.4,13.8,NA,NA,0.095,0.227,0.238,0.239,NA,NA,NA
AZA4424,12,QUE,NA,Poa,spicata,T,BB,1,1,NA,4.5,NA,3,NA,0.024,0.206,0.206,0.254,NA,NA,NA
AXR0939,12,QUE,NA,Vaccinium,floribundum,T,BB,2,3,NA,2.5,NA,5,NA,0.066,0.375,0.401,0.301,NA,NA,NA
BXR1560,12,QUE,NA,Carex,pichinchensis,T,BB,2,5,NA,12.9,NA,NA,NA,0.2,0.208,0.214,0.174,NA,NA,NA
AIP9349,12,QUE,NA,Rhynchospora,macrochaeta,T,BB,4,3,NA,25.3,35.6,NA,NA,0.622,0.341,0.332,0.33,NA,NA,NA
BCV1723,12,QUE,NA,Baccharis,caespitosa,T,BB,1,3,NA,0.9,NA,10,NA,0.022,0.321,0.218,0.182,NA,NA,NA
AXT6653,12,QUE,NA,Vaccinium,floribundum,T,BB,2,5,NA,2.5,NA,5,NA,0.018,0.34,0.366,0.299,NA,NA,NA
AXQ2447,12,QUE,NA,Vaccinium,floribundum,T,BB,2,2,NA,3.7,NA,5,NA,0.038,0.383,0.32,0.361,NA,NA,NA
BJM4024,12,QUE,NA,Geranium,filipes,T,BB,1,1,NA,2.1,NA,2,NA,0.071,0.163,0.151,0.159,NA,NA,NA
AXB8981,12,ACJ,NA,Pernettya,postrata,T,C,4,3,NA,32,NA,5,NA,0.14,0.382,0.321,0.368,NA,NA,NA
BJN7481,12,QUE,NA,Aphanactis,villosa,T,BB,3,2,NA,0.12,NA,6,NA,0.117,0.11,0.195,0.188,NA,NA,NA
BUQ3310,12,QUE,NA,Luzula,racemosa,T,BB,1,4,NA,20.1,NA,3,NA,0.049,0.231,0.244,0.249,NA,NA,NA
AWN8341,12,QUE,NA,Agrostis,foliata,T,BB,5,1,NA,12,NA,2,NA,0.043,0.138,0.166,0.123,NA,NA,NA
BCN5504,12,QUE,NA,Luzula,racemosa,T,BB,3,1,NA,8.9,NA,NA,NA,0.057,0.23,0.218,0.215,NA,NA,NA
BXX1882,12,QUE,NA,Hypericum,andinum,T,BB,4,1,NA,6.1,NA,25,NA,0.013,0.2,0.079,0.08,NA,NA,NA
BVK5789,13,WAY,NA,Gaultheria,glomerata,S,NA,NA,2,NA,NA,NA,NA,NA,0.18,0.476,0.467,0.476,NA,NA,NA
BDH2930,12,QUE,NA,Baccharis,caespitosa,T,BB,1,2,NA,11,NA,10,NA,0.035,0.353,0.296,0.311,NA,NA,NA
BUY1975,12,QUE,NA,Luzula,racemosa,T,BB,1,5,NA,3.8,NA,2,NA,0.056,0.225,0.207,0.227,NA,NA,NA
AWM5612,12,QUE,NA,Baccharis,caespitosa,T,BB,5,3,NA,0.12,NA,15,NA,0.02,0.255,0.251,0.095,NA,NA,NA
CDE6757,12,QUE,NA,Hypericum,andinum,T,BB,4,2,NA,4.6,NA,50,NA,0.053,0.165,0.157,0.141,NA,NA,NA
AJZ6728,12,QUE,NA,Gamochaeta,coarctata,T,BB,1,2,NA,3.6,NA,3,NA,0.015,0.144,0.134,0.155,NA,NA,NA
AYM5154,12,QUE,NA,Calamagrostis,tarmensis,T,BB,3,3,NA,21,NA,NA,NA,0.03,0.329,0.326,0.319,NA,NA,NA
CCA2023,12,QUE,NA,Festuca,andina,T,BB,2,1,NA,7,NA,8,NA,0.079,0.179,0.197,0.122,NA,NA,NA
BXT0239,12,QUE,NA,Carex,pichinchensis,T,BB,4,3,NA,8.1,NA,1,NA,0.111,0.223,0.237,0.239,NA,NA,NA
BKL0006,12,QUE,NA,Oreomirhys,andicola,T,BB,1,2,NA,5.7,NA,NA,NA,0.135,0.108,0.109,0.144,NA,NA,NA
AYP4181,12,QUE,NA,Calamagrostis,tarmensis,T,BB,3,2,NA,19,NA,NA,NA,0.034,0.343,0.372,0.407,NA,NA,NA
AJW6923,12,QUE,NA,Festuca,andina,T,BB,2,3,NA,7,NA,NA,NA,0.044,0.148,0.106,0.142,NA,NA,NA
BXG0751,12,QUE,NA,Calamagrostis,tarmensis,T,BB,4,1,NA,17,NA,NA,NA,0.108,0.446,0.378,0.403,NA,NA,NA
ATA1063,12,QUE,NA,Oreomirhys,andicola,T,BB,1,1,1,3,NA,1,NA,0.128,0.2,0.18,0.174,NA,NA,NA
BWC3456,12,QUE,NA,Calamagrostis,rigida,T,BB,2,1,NA,21,NA,1,NA,0.037,0.305,0.283,0.305,NA,NA,NA
BXE7877,12,QUE,NA,Luzula,racemosa,T,BB,2,1,NA,5.7,NA,NA,NA,0.071,0.259,0.262,0.263,NA,NA,NA
BXO0666,12,QUE,NA,Calamagrostis,tarmensis,T,BB,4,3,NA,22,NA,5,NA,0.219,0.383,0.333,0.271,NA,NA,NA
BXM0001,12,QUE,NA,Luzula,racemosa,T,BB,2,3,NA,6.1,NA,NA,NA,0.023,0.21,0.154,0.17,NA,NA,NA
AIV2675,12,QUE,NA,Carex,pygmaea,T,BB,3,1,NA,2.5,NA,3,NA,0.036,0.122,0.129,0.128,NA,NA,NA
AWL0335,12,QUE,NA,Baccharis,caespitosa,T,BB,5,2,NA,0.8,NA,NA,NA,0.047,0.32,0.317,0.315,NA,NA,NA
BVM5909,12,QUE,NA,Calamagrostis,beauty,T,BB,5,2,NA,13,NA,5,NA,0.025,0.309,0.234,0.172,NA,NA,NA
CDA9342,12,QUE,NA,Hypericum,andinum,T,BB,4,3,NA,3.7,NA,53,NA,0.035,0.117,0.128,0.113,NA,NA,NA
AJA2506,12,QUE,NA,Oreomirhys,andicola,T,BB,1,3,1,4.1,NA,NA,NA,0.16,0.298,2.44,0.22,NA,NA,NA
BXF2129,12,QUE,NA,Carex,pichinchensis,T,BB,2,2,NA,15.8,NA,1,NA,0.279,0.283,0.245,0.23,NA,NA,NA
BWH0617,12,QUE,NA,Hypericum,andinum,T,BB,1,2,NA,46,NA,NA,10,0.037,0.064,0.119,0.094,NA,NA,NA
BVP4602,12,QUE,NA,Carex,pygmaea,T,BB,5,2,NA,2.9,NA,3,NA,0.027,0.122,0.155,0.142,NA,NA,NA
BWZ7163,12,QUE,NA,Carex,pichinchensis,T,BB,3,1,NA,12.9,NA,1,NA,0.141,0.267,0.204,0.153,NA,NA,NA
BWA4923,12,QUE,NA,Agrostis,breviculmis,T,BB,2,1,NA,2.5,NA,7,NA,0.02,0.171,0.187,0.174,NA,NA,NA
BJU5399,12,QUE,NA,Euphorbia,huancachana,T,BB,4,1,NA,0.8,NA,5,NA,0.04,0.213,0.217,0.238,NA,NA,NA
CDC1674,12,QUE,NA,Calamagrostis,beauty,T,BB,4,1,NA,14,NA,5,NA,0.051,0.244,0.24,0.203,NA,NA,NA
BWY3980,12,QUE,NA,Calamagrostis,beauty,T,BB,1,4,NA,12.3,NA,5,NA,0.06,0.148,0.159,0.147,NA,NA,NA
BWE0585,12,QUE,NA,Agrostis,breviculmis,T,BB,2,3,NA,4,NA,6,NA,0.02,0.121,0.124,0.125,NA,NA,NA
BXU2822,12,QUE,NA,Luzula,racemosa,T,BB,2,5,NA,4.7,NA,1,NA,0.067,0.203,0.225,0.231,NA,NA,NA
BWL3363,12,QUE,NA,Hypericum,andinum,T,BB,1,3,NA,34,NA,NA,10,0.037,0.081,0.094,0.035,NA,NA,NA
BVL6152,12,QUE,NA,Carex,pygmaea,T,BB,5,3,NA,2.4,NA,3,NA,0.052,0.195,0.186,0.168,NA,NA,NA
AYL1856,12,QUE,NA,Hypericum,andinum,T,BB,5,2,NA,5.4,NA,NA,5.7,0.028,0.094,0.157,0.132,NA,NA,NA
BWO8975,12,QUE,NA,Agrostis,breviculmis,T,BB,2,2,NA,2,NA,5,NA,0.023,0.082,0.1,0.093,NA,NA,NA
BXH1373,12,QUE,NA,Carex,pichinchensis,T,BB,3,3,NA,6.7,NA,1,NA,0.051,0.215,0.231,0.223,NA,NA,NA
BXD6709,12,QUE,NA,Carex,pichinchensis,T,BB,3,2,NA,10.9,NA,1,NA,10.9,0.266,0.292,0.223,NA,NA,NA
BWI2838,12,QUE,NA,Viola,pygmaea,T,BB,1,1,NA,1,1,1,NA,0.036,0.419,0.369,0.41,NA,NA,NA
BVS2224,12,QUE,NA,Calamagrostis,7,T,BB,4,2,NA,6,NA,4,NA,0.019,0.195,0.126,0.119,NA,NA,NA
BVY0038,12,QUE,NA,Viola,pygmaea,T,BB,1,3,NA,2.1,NA,5,NA,0.045,0.127,0.119,0.105,NA,NA,NA
BJF3603,12,QUE,NA,Geranium,filipes,T,BB,1,4,NA,1.8,NA,2,NA,0.162,0.146,0.167,0.138,NA,NA,NA
BJJ5192,12,QUE,NA,Geranium,filipes,T,BB,1,2,NA,2.4,NA,2,NA,0.111,0.193,0.205,0.185,NA,NA,NA
AUO6988,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,3,4,NA,NA,NA,NA,0.014,0.129,0.112,0.111,NA,NA,NA
AUP3248,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,3,3,NA,NA,NA,NA,0.075,0.108,0.123,0.094,NA,NA,NA
AEY6415,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,3,1,14,16,NA,NA,0.068,0.089,0.132,0.099,NA,NA,NA
ACP7341,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,3,3,15.5,21.4,NA,NA,0.046,0.205,0.1,0.104,NA,NA,NA
ASN2155,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,2,3,7.5,NA,NA,NA,0.027,0.175,0.221,0.083,NA,NA,NA
ABR6458,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,1,1,20.5,18,NA,NA,0.055,0.135,0.111,0.109,NA,NA,NA
AVN3202,12,ACJ,NA,Lachemilla,orbiculata,T,C,3,3,5,3.3,NA,NA,NA,0.093,0.234,0.242,0.225,NA,NA,NA
AEF2999,12,ACJ,NA,Lachemilla,orbiculata,T,C,3,1,3,11.2,NA,NA,NA,0.203,0.204,0.237,0.241,NA,NA,NA
AEE2202,12,ACJ,NA,Lachemilla,orbiculata,T,C,3,1,2,11.2,NA,NA,NA,0.216,0.253,0.264,0.259,NA,NA,NA
ATP1390,12,ACJ,NA,Lachemilla,orbiculata,T,C,3,1,1,11.2,NA,NA,NA,0.171,0.221,0.2,0.214,NA,NA,NA
AAU6819,12,ACJ,NA,Hieracium,c.f. mandonii,T,C,3,1,NA,11.3,NA,NA,NA,0.259,0.263,0.246,0.251,NA,NA,NA
ABD7604,12,ACJ,NA,Halenia,umbellata,T,C,3,2,2,8.8,NA,NA,NA,0.067,0.294,0.311,0.302,NA,NA,NA
ABC4816,12,ACJ,NA,Halenia,umbellata,T,C,3,1,5,6.4,NA,NA,NA,0.08,0.281,0.337,0.263,NA,NA,NA
ACD5747,12,ACJ,NA,Halenia,umbellata,T,C,3,2,4,8.8,NA,NA,NA,0.08,0.257,0.335,0.317,NA,NA,NA
AAJ1133,12,ACJ,NA,Halenia,umbellata,T,C,3,1,1,6.4,NA,NA,NA,0.08,0.307,0.287,0.293,NA,NA,NA
ABE9156,12,ACJ,NA,Halenia,umbellata,T,C,3,2,3,8.8,NA,NA,NA,0.071,0.348,0.327,0.334,NA,NA,NA
AUE9764,12,ACJ,NA,Halenia,umbellata,T,C,4,2,5,9.5,NA,NA,NA,0.066,0.224,0.224,0.284,A small mark was left after the last leaf thickness measuring,NA,NA
ADX3747,12,ACJ,NA,Halenia,umbellata,T,C,4,1,5,9,NA,NA,NA,0.069,0.235,0.236,0.239,NA,NA,NA
ATF3984,12,ACJ,NA,Halenia,umbellata,T,C,4,1,3,9,NA,NA,NA,0.048,0.228,0.236,0.224,NA,NA,NA
ADU0043,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,2,4,16,17,NA,NA,0.079,0.105,0.111,0.123,NA,NA,NA
ADR7570,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,2,2,16,17,NA,NA,0.055,0.096,0.103,0.102,NA,NA,NA
AEN1629,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,2,5,9.5,12,NA,NA,0.031,0.095,0.086,0.098,NA,NA,NA
AEI1103,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,1,5,11.7,16,NA,NA,0.07,0.1,0.117,0.133,NA,NA,NA
ACM2087,12,ACJ,NA,Halenia,umbellata,T,C,5,3,5,3,NA,NA,NA,0.046,0.287,0.277,0.258,NA,NA,NA
ACQ5275,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,3,1,15.5,21.4,NA,NA,0.022,0.09,0.093,0.105,NA,NA,NA
AUT5695,12,ACJ,NA,Halenia,umbellata,T,C,1,3,2,11,12,NA,NA,0.068,0.223,0.218,0.245,NA,NA,NA
AUS8955,12,ACJ,NA,Halenia,umbellata,T,C,1,3,1,11,12,NA,NA,0.052,0.214,0.225,0.239,NA,NA,NA
ABU2058,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,2,1,9.5,12,NA,NA,0.038,0.144,0.107,0.148,NA,NA,NA
ADK0442,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,3,3,5,NA,NA,NA,0.134,0.3,0.272,0.332,NA,NA,NA
AUX5141,12,ACJ,NA,Halenia,umbellata,T,C,5,1,5,7.3,NA,NA,NA,0.047,0.212,0.207,0.235,NA,NA,NA
AVQ1916,12,ACJ,NA,Halenia,umbellata,T,C,5,1,4,7.3,NA,NA,NA,0.049,0.201,0.202,0.251,NA,NA,NA
AVP0214,12,ACJ,NA,Halenia,umbellata,T,C,5,1,2,7.3,NA,NA,NA,0.056,0.215,0.205,0.238,NA,NA,NA
BCR7873,12,QUE,NA,Werneria,villosa,T,BB,2,3,NA,3.6,NA,15,NA,0.175,0.267,0.222,0.251,NA,NA,NA
BCW3886,12,QUE,NA,Baccharis,caespitosa,T,BB,2,1,NA,0.8,NA,16,NA,0.043,0.3,0.321,0.351,NA,NA,NA
AFI2380,12,QUE,NA,Antenneria,linearifolia,T,BB,2,3,NA,1.4,NA,3,NA,0.057,0.307,0.271,0.198,NA,NA,NA
AFL3747,12,QUE,NA,Antenneria,linearifolia,T,BB,2,2,NA,1.1,NA,3,NA,0.034,0.33,0.217,0.198,NA,NA,NA
BCP9007,12,QUE,NA,Antenneria,linearifolia,T,BB,4,3,NA,3.4,NA,5,NA,0.1,0.248,0.241,0.181,NA,NA,NA
BVF1509,12,QUE,NA,Carex,pinchinchensis,T,BB,1,1,NA,6,NA,NA,NA,0.046,0.241,0.254,0.222,NA,NA,NA
AWK2660,12,QUE,NA,Baccharis,caespitosa,T,BB,5,1,NA,0.14,NA,10,NA,0.046,0.438,0.425,0.29,NA,NA,NA
AKL1344,12,QUE,NA,Gentianella,ennestii,T,BB,5,1,NA,9,NA,4,NA,0.086,0.296,0.453,0.299,NA,NA,NA
AXM4823,12,QUE,NA,Oriotrophium,hieracioides,T,BB,5,1,NA,0.1,NA,NA,NA,0.098,0.327,0.37,0.352,NA,NA,NA
BDT7792,12,QUE,NA,Bromus,lanatus,T,BB,1,1,NA,4.3,NA,NA,NA,0.033,0.109,0.096,0.117,NA,NA,NA
AKE2918,12,QUE,NA,Hypochaeris,taraxacoides,T,BB,2,2,NA,5,NA,3,NA,0.135,0.216,0.219,0.211,NA,NA,NA
AKF1999,12,QUE,NA,Hypochaeris,taraxacoides,T,BB,2,4,NA,25,NA,3,NA,0.215,0.223,0.227,0.136,NA,NA,NA
ABN3450,12,QUE,NA,Hypochaeris,taraxacoides,T,BB,5,2,NA,0.6,NA,5,NA,0.211,0.553,0.576,0.525,NA,NA,NA
